"陈永青',",中国水产科学研究院南海水产研究所,广东省,水产品加工与质量安全控制,广东省深圳市龙岗区大碓村83号
"陈子燊',",中山大学,广东省,河口与近岸海洋环境演变,广东省广州市新港西路135号
"邓利',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,海洋生物学,广东省深圳市南山区南海大道3688号
"邓孺孺',",中山大学,广东省,海洋遥感与大气环境遥感,广东省广州市新港西路135号
"邓松',",自然资源部南海局,广东省,海洋水文调查研究及信息开发,广东省广州市海珠区新港中路353号
"邓希光',",广州海洋地质调查局,广东省,地球化学,广东省广州市环市东路477号
"邓旭',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,生物催化的理论及应用研究,广东省深圳市南山区南海大道3688号
"刁石强',",中国水产科学研究院南海水产研究所,广东省,水产品加工与质量安全控制,广东省深圳市龙岗区大碓村83号
"丁兰平',",汕头大学,广东省,海洋生物学,广东省汕头市大学路243号
"丁贤',",中国水产科学研究院南海水产研究所,广东省,水产品加工与质量安全控制,广东省深圳市龙岗区大碓村83号
"董晓慧',",广东海洋大学,广东省,海洋可再生能源,广东省湛江市麻章区海大路1号
"董燕红',",自然资源部南海局,广东省,海洋生物生态,广东省广州市海珠区新港中路353号
"窦金来',",自然资源部南海局,广东省,海洋水文气象观测,广东省广州市海珠区新港中路353号
"杜飞雁',",中国水产科学研究院南海水产研究所,广东省,水产品加工与质量安全控制,广东省深圳市龙岗区大碓村83号
"杜虹',",汕头大学,广东省,海洋生物,广东省汕头市大学路243号
"杜岩',",中国科学院南海海洋研究所,广东省,海洋环流与海气相互作用,广东省广州市海珠区新港西路164号
"冯娟',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"冯伟忠',",自然资源部南海局,广东省,海洋环境分析与预报,广东省广州市海珠区新港中路353号
"冯砚青',",自然资源部南海局,广东省,物理海洋，海洋水文,广东省广州市海珠区新港中路353号
"甘居利',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"高昊',",暨南大学,广东省,海洋生物活性物质,广东省广州市黄埔大道西601号
"龚文平',",中山大学,广东省,河口海岸学,广东省广州市新港西路135号
"关志斌',",自然资源部南海局,广东省,海洋环境仪器应用与维护,广东省广州市海珠区新港中路353号
"郭根喜',",中国水产科学研究院南海水产研究所,广东省,渔业装备与工程,广东省深圳市龙岗区大碓村83号
"郭志勋',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"韩维栋',",广东海洋大学,广东省,海洋生态,广东省湛江市麻章区海大路1号
"郝淑贤',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"何高文',",广州海洋地质调查局,广东省,矿物学岩石学矿床学,广东省广州市环市东路477号
"何桂芳',",自然资源部南海局,广东省,海洋沉积物,广东省广州市海珠区新港中路353号
"何建国',",中山大学,广东省,水生经济动物病原分子生物学,广东省广州市新港西路135号
"何毛贤',",中国科学院南海海洋研究所,广东省,海洋生物,广东省广州市海珠区新港西路164号
"何水原',",广州海洋地质调查局,广东省,电子信息工程,广东省广州市环市东路477号
"何一金',",自然资源部南海局,广东省,海洋气象水文资料数据库开发,广东省广州市海珠区新港中路353号
"何远胜',",自然资源部南海局,广东省,海洋监测与调查,广东省广州市海珠区新港中路353号
"洪义国',",中国科学院南海海洋研究所,广东省,海洋微生物氮循环,广东省广州市海珠区新港西路164号
"胡超群',",中国科学院南海海洋研究所,广东省,海洋生物,广东省广州市海珠区新港西路164号
"胡章立',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,海洋生物资源利用,广东省深圳市南山区南海大道3688号
"胡忠',",汕头大学,广东省,海洋环境污染及其修复,广东省汕头市大学路243号
"黄楚光',",自然资源部南海局,广东省,海洋环境监测与评价,广东省广州市海珠区新港中路353号
"黄根华',",自然资源部南海局,广东省,海洋环境监测与评价,广东省广州市海珠区新港中路353号
"黄洪辉',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"黄晖',",中国科学院南海海洋研究所,广东省,珊瑚礁生态与生物学,广东省广州市海珠区新港西路164号
"黄建华',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"黄健子',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,植物分子生物学,广东省深圳市南山区南海大道3688号
"黄平',",中山大学,广东省,水资源与水环境研究,广东省广州市新港西路135号
"黄巧珍',",自然资源部南海局,广东省,海洋化学,广东省广州市海珠区新港中路353号
"黄小平',",中国科学院南海海洋研究所,广东省,海洋环境与生态保护,广东省广州市海珠区新港西路164号
"贾后磊',",自然资源部南海局,广东省,海洋环境影响与海域管理研究,广东省广州市海珠区新港中路353号
"贾晓平',",中国水产科学研究院南海水产研究所,广东省,水产病害防治,广东省深圳市龙岗区大碓村83号
"简纪常',",广东海洋大学,广东省,海洋生态,广东省湛江市麻章区海大路1号
"江世贵',",中国水产科学研究院南海水产研究所,广东省,海水养殖与遗传育种,广东省深圳市龙岗区大碓村83号
"江四义',",自然资源部南海局,广东省,海洋环境调查研究与管理,广东省广州市海珠区新港中路353号
"江天久',",暨南大学,广东省,水生生物学,广东省广州市黄埔大道西601号
"姜仕军',",暨南大学,广东省,古海洋学,广东省广州市黄埔大道西601号
"蒋跃进',",自然资源部南海局,广东省,海洋环境监测与评价,广东省广州市海珠区新港中路353号
"金辉',",中山大学,广东省,海洋水资源的利用与开发,广东省广州市新港西路135号
"居占杰',",广东海洋大学,广东省,经济学,广东省湛江市麻章区海大路1号
"柯东胜',",自然资源部南海局,广东省,海洋环境化学与海洋生物生态,广东省广州市海珠区新港中路353号
"黎伟标',",中山大学,广东省,河口与近岸海域水环境模拟研究,广东省广州市新港西路135号
"黎祖福',",中山大学,广东省,海洋增养殖,广东省广州市新港西路135号
"李安兴',",中山大学,广东省,海水养殖动物病害防控,广东省广州市新港西路135号
"李彩',",中国科学院南海海洋研究所,广东省,海洋微生物氮循环,广东省广州市海珠区新港西路164号
"李朝晖',",暨南大学,广东省,深海高速光通信系统,广东省广州市黄埔大道西601号
"李纯厚',",中国水产科学研究院南海水产研究所,广东省,海水养殖与遗传育种,广东省深圳市龙岗区大碓村83号
"李广丽',",广东海洋大学,广东省,经济学,广东省湛江市麻章区海大路1号
"李桂峰',",中山大学,广东省,海水养殖与海洋生物资源保护及利用,广东省广州市新港西路135号
"李宏业',",暨南大学,广东省,微藻基因工程,广东省广州市黄埔大道西601号
"李洪才',",自然资源部南海局,广东省,风暴潮预报及数值模拟,广东省广州市海珠区新港中路353号
"李厚金',",中山大学,广东省,海洋生物活性物质,广东省广州市新港西路135号
"李辉',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,生物催化的理论及应用研究,广东省深圳市南山区南海大道3688号
"李辉权',",广东省海洋与渔业厅,广东省,海洋渔业资源环境,广东省广州市海珠区南村路10号
"李加儿',",中国水产科学研究院南海水产研究所,广东省,海水养殖与遗传育种,广东省深圳市龙岗区大碓村83号
"李来好',",中国水产科学研究院南海水产研究所,广东省,水产品加工与质量控制,广东省深圳市龙岗区大碓村83号
"李荔',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,分子生物学研究,广东省深圳市南山区南海大道3688号
"李刘冬',",中国水产科学研究院南海水产研究所,广东省,水产品质量控制,广东省深圳市龙岗区大碓村83号
"李莎',",中国科学院南海海洋研究所,广东省,海洋数据库,广东省广州市海珠区新港西路164号
"李升康',",汕头大学,广东省,海洋生物,广东省汕头市大学路243号
"李适宇',",中山大学,广东省,河口与近岸海域水环境模拟研究,广东省广州市新港西路135号
"李团结',",自然资源部南海局,广东省,海底构造与海洋地球物理,广东省广州市海珠区新港中路353号
"李武全',",自然资源部南海局,广东省,海洋化学,广东省广州市海珠区新港中路353号
"李向明',",广东海洋大学,广东省,水产养殖,暂无
"李晓帆',",深圳大学生命科学学院(深圳大学生命与海洋科学学院),广东省,分子生物学研究,广东省深圳市南山区南海大道3688号
"李绪录',",自然资源部南海局,广东省,海底构造与海洋地球物理,广东省广州市海珠区新港中路353号
"李学杰',",广州海洋地质调查局,广东省,海底构造与海洋地球物理,广东省广州市环市东路477号
"李远友',",汕头大学,广东省,海洋生物,广东省汕头市大学路243号
"李卓佳',",中国水产科学研究院南海水产研究所,广东省,水产品质量控制,广东省深圳市龙岗区大碓村83号
"林迪洋',",自然资源部南海局,广东省,物理海洋，海洋水文,广东省广州市海珠区新港中路353号
"林钢',",中山大学,广东省,海洋药物,广东省广州市新港西路135号
"林浩然',",中山大学,广东省,水产生物学,广东省广州市新港西路135号
"林黑着',",中国水产科学研究院南海水产研究所,广东省,水产品质量控制,广东省深圳市龙岗区大碓村83号
"林明裕',",自然资源部南海局,广东省,海洋化学,广东省广州市海珠区新港中路353号
"林强',",中国科学院南海海洋研究所,广东省,海洋药源珍稀动物行为与进化,广东省广州市海珠区新港西路164号
"林钦',",中国水产科学研究院南海水产研究所,广东省,水产品质量控制,广东省深圳市龙岗区大碓村83号
"林小涛',",暨南大学,广东省,水生生物学,广东省广州市黄埔大道西601号
"林永成',",中山大学,广东省,天然产物化学,广东省广州市新港西路135号
